classmate,同学,/klˈasme‍ɪt/,Tom is my classmate.,汤姆是我的同学。,
glasses,眼镜,/ɡlˈasɪz/,My father wears glasses.,我的父亲戴眼镜。,
helpful,有帮助的,/hˈɛlpfə‍l/,She is always helpful to others.,她总是乐于帮助别人。,adj. 有帮助的。be helpful to sb.
plays basketball,打篮球,/plˈe‍ɪz bˈaskɪtbˌɔːl/,I often plays basketball with my friends.,我经常和朋友一起打篮球。,
hardworking,勤奋的,/hˈɑːdwɜːkɪŋ/,She is a hardworking student.,她是一个勤奋的学生。,adj. 勤奋的。= hard-working
beautiful,美丽的,/bjˈuːtifə‍l/,The sunset is beautiful.,日落很美丽。,
handsome,英俊的,/hˈandsʌm/,Her brother is very handsome.,她的哥哥很英俊。,adj. 英俊的(多形容男性)
pretty,漂亮的,/pɹˈɪti/,The flowers are so pretty.,这些花真漂亮。,
slim,苗条的,/slˈɪm/,She is tall and slim.,她又高又苗条。,adj. 苗条的；纤细的
play sports,做运动,/plˈe‍ɪ spˈɔːts/,I often play sports with my friends.,我经常和朋友一起做运动。,
the piano,钢琴,/ðə pɪˈanə‍ʊ/,I want to learn more about the piano.,我想更多地了解钢琴。,
the violin,小提琴,/ðə va‍ɪ‍əlˈɪn/,I want to learn more about the violin.,我想更多地了解小提琴。,
skating,滑冰,/skˈe‍ɪtɪŋ/,We go skating in winter.,我们冬天去滑冰。,
do jigsaw puzzles,拼拼图,/dˈuː d‍ʒˈɪɡsɔː pˈʌzə‍lz/,We talked about do jigsaw puzzles in class today.,我们今天在课堂上谈到了拼拼图。,
visit museums,参观博物馆,/vˈɪzɪt mjuːzˈi‍əmz/,I often visit museums with my friends.,我经常和朋友一起参观博物馆。,
climb a hill,爬山,/klˈa‍ɪm ɐ hˈɪl/,I often climb a hill with my friends.,我经常和朋友一起爬山。,
go for picnics,去野餐,/ɡˌə‍ʊ fɔː pˈɪknɪks/,I often go for picnics with my friends.,我经常和朋友一起去野餐。,
street dancing,街舞,/stɹˈiːt dˈansɪŋ/,Street dancing is cool and exciting.,街舞很酷很刺激。,
