Mid-Autumn Festival,中秋节,/mˈɪdˈɔːtʌm fˈɛstɪvə‍l/,I want to learn more about Mid-Autumn Festival.,我想更多地了解中秋节。,n. 中秋节。吃月饼 eat mooncakes
sing and dance,唱歌跳舞,/sˈɪŋ and dˈans/,We talked about sing and dance in class today.,我们今天在课堂上谈到了唱歌跳舞。,
make posters,做海报,/mˌe‍ɪk pˈə‍ʊstəz/,I often make posters with my friends.,我经常和朋友一起做海报。,
eat dumplings,吃饺子,/ˈiːt dˈʌmplɪŋz/,I often eat dumplings with my friends.,我经常和朋友一起吃饺子。,
elephants,大象（复数）,/ˈɛlɪfənts/,Elephants are the largest land animals.,大象是最大的陆地动物。,n. elephant的复数形式
mammals,哺乳动物（复数）,/mˈamə‍lz/,Whales and dolphins are mammals.,鲸鱼和海豚是哺乳动物。,n. mammal的复数形式
butterfly,蝴蝶,/bˈʌtəflˌa‍ɪ/,A beautiful butterfly landed on the flower.,一只美丽的蝴蝶落在了花上。,n. 蝴蝶。复数 butterflies
elephant,大象,/ˈɛlɪfənt/,An elephant has a long trunk.,大象有一个长鼻子。,
penguin,企鹅,/pˈɛŋɡwɪn/,Penguins live in cold places.,企鹅生活在寒冷的地方。,n. 企鹅
tiger,老虎,/tˈa‍ɪɡə/,The tiger is strong and fast.,老虎又强壮又快。,
bird,鸟,/bˈɜːd/,The bird is singing in the tree.,鸟儿在树上唱歌。,
fish,鱼,/fˈɪʃ/,There are many fish in the river.,河里有很多鱼。,
insect,昆虫,/ˈɪnsɛkt/,A ladybug is a kind of insect.,瓢虫是一种昆虫。,n. 昆虫
mammal,哺乳动物,/mˈamə‍l/,A cat is a mammal.,猫是哺乳动物。,n. 哺乳动物。如猫、狗、鲸鱼
reptile,爬行动物,/ɹˈɛpta‍ɪl/,A snake is a reptile.,蛇是爬行动物。,n. 爬行动物。如蛇、蜥蜴、鳄鱼
tail,尾巴,/tˈe‍ɪl/,The dog wags its tail happily.,狗高兴地摇尾巴。,
black,黑色,/blˈak/,She has a black cat.,她有一只黑猫。,
brown,棕色,/bɹˈa‍ʊn/,The bear has brown fur.,熊有棕色的毛。,
grey,灰色,/ɡɹˈe‍ɪ/,The sky looks grey today.,今天天空看起来灰蒙蒙的。,
curly,卷曲的,/kˈɜːli/,She has curly hair.,她有卷发。,adj. 卷曲的。curly hair 卷发
straight,直的,/stɹˈe‍ɪt/,He has straight black hair.,他有直的黑发。,adj. 直的；adv. 直接地。straight hair 直发
dangerous,危险的,/dˈe‍ɪnd‍ʒəɹəs/,"Don't play near the road, it's dangerous.",不要在马路边玩，很危险。,adj. 危险的。danger n. 危险
jump,跳,/d‍ʒˈʌmp/,Rabbits can jump very high.,兔子能跳得很高。,
meat,肉,/mˈiːt/,Lions eat meat.,狮子吃肉。,
fruit,水果,/fɹˈuːt/,Eating fruit is good for your health.,吃水果对健康有益。,
grass,草,/ɡɹˈas/,Cows eat grass.,牛吃草。,n. 草(不可数)。on the grass 在草地上
leaf,叶子,/lˈiːf/,The leaf turned yellow in autumn.,树叶在秋天变黄了。,
bamboo,竹子,/bambˈuː/,Pandas love eating bamboo.,熊猫喜欢吃竹子。,n. 竹子(不可数)
