the Yangtze River,长江,/ðə jˈaŋtsi ɹˈɪvə/,I want to learn more about the Yangtze River.,我想更多地了解长江。,n. 长江(中国最长河流)
the Mogao Caves,莫高窟,/ðə mˈɒɡa‍ʊ kˈe‍ɪvz/,I want to learn more about the Mogao Caves.,我想更多地了解莫高窟。,n. 莫高窟(敦煌)
West Lake,西湖,/wˈɛst lˈe‍ɪk/,I want to learn more about West Lake.,我想更多地了解西湖。,n. 西湖(杭州)
ice lantern,冰灯,/ˈa‍ɪs lˈantən/,Ice lanterns are beautiful at night.,冰灯在夜晚很美。,
morning tea,早茶,/mˈɔːnɪŋ tˈiː/,People in Guangdong enjoy morning tea.,广东人喜欢喝早茶。,
taste soup,尝汤,/tˈe‍ɪst sˈuːp/,Let me taste the soup.,让我尝尝汤。,
drink soup,喝汤,/dɹˈɪŋk sˈuːp/,I often drink soup with my friends.,我经常和朋友一起喝汤。,
seafood,海鲜,/sˈiːfuːd/,I love eating seafood.,我喜欢吃海鲜。,n. 海鲜(不可数)
spicy food,辣味食物,/spˈa‍ɪsi fˈuːd/,People in Sichuan love spicy food.,四川人喜欢辣味食物。,n. 辣味食物。spicy adj. 辛辣的
north,北方,/nˈɔːθ/,Beijing is in the north of China.,北京在中国的北方。,
south,南方,/sˈa‍ʊθ/,Hainan is in the south of China.,海南在中国的南方。,
east,东方,/ˈiːst/,Shanghai is in the east of China.,上海在中国的东部。,
west,西方,/wˈɛst/,The sun sets in the west.,太阳在西边落下。,
subway,地铁,/sˈʌbwe‍ɪ/,I take the subway to school.,我乘地铁去学校。,n. 地铁(美式)。英式用 underground/tube
bought,买了,/bˈɔːt/,She bought a new dress.,她买了一条新裙子。,
went,去了,/wˈɛnt/,I went to the park yesterday.,我昨天去了公园。,
swam,游泳了,/swˈam/,We swam in the pool last summer.,我们去年夏天在游泳池游泳了。,
