already,已经,/ɔːlɹˈɛdi/,I have already finished my homework.,我已经完成作业了。,adv. 已经(用于肯定句)
club,俱乐部,/klˈʌb/,I joined the chess club last term.,我上学期加入了国际象棋俱乐部。,n. 俱乐部；社团
invited,邀请,/ɪnvˈaɪtɪd/,Tom invited us to his birthday party.,汤姆邀请我们去参加他的生日聚会。,
race,比赛,/ɹˈeɪs/,She won the running race at school.,她赢得了学校的跑步比赛。,n./v. 比赛；赛跑
joined,加入,/dʒˈɔɪnd/,My brother joined the basketball team.,我哥哥加入了篮球队。,
the others,其他人,/ðɪ ˈʌðəz/,"Two students went home, but the others stayed.",两个学生回家了，但其他人留下了。,
held,举办,/hˈɛld/,The competition was held in the sports hall.,比赛在体育馆举行。,
finishing line,终点线,/fˈɪnɪʃɪŋ lˈaɪn/,He crossed the finishing line just before me.,他刚好在我前面越过终点线。,
began,开始,/bɪɡˈan/,The lesson began at nine o’clock.,课程九点开始。,
very hard,非常努力,/vˈɛɹi hˈɑːd/,Everyone worked very hard to finish the project.,大家都非常努力地完成这个项目。,
rode a bike,骑自行车,/ɹˈəʊd ɐ bˈaɪk/,She rode a bike to school yesterday.,她昨天骑自行车去上学。,
very easily,非常容易,/vˈɛɹi ˈiːzili/,He answered the question very easily.,他很轻松地回答了这个问题。,
...passed over...,超过...,/pˈast ˈəʊvə/,The plane passed over the mountains.,飞机飞过群山。,
at first,首先,/at fˈɜːst/,"At first, I didn’t understand the game.",一开始，我不明白这个游戏。,
caught up,追赶上...,/kˈɔːt ˈʌp/,She ran faster and caught up with the others.,她跑得更快，追上了其他人。,
at last,最后,/at lˈast/,"At last, the bus arrived.",最后，公共汽车到了。,
was worried about...,对...表示担心...,/wɒz wˈʌɹid ɐbˈaʊt/,He was worried about the maths test.,他担心数学考试。,
