make friends,交朋友,,It's easy to make friends at school.,在学校交朋友很容易。,"**词性**: 动词短语 (v. phrase)

**释义**: 结交新的朋友。"
do chores,做家务,,I always do chores on weekends.,我周末总是做家务。,"**词性**: 动词短语 (v. phrase)

**释义**: 做家里的日常杂务。"
cook dinner,做晚饭,,My dad cooks dinner every day.,我爸爸每天做晚饭。,"**词性**: 动词短语 (v. phrase)

**释义**: 准备和烹饪晚餐。"
wash clothes,洗衣服,,She often helps her mum wash clothes.,她经常帮妈妈洗衣服。,"**词性**: 动词短语 (v. phrase)

**释义**: 清洗脏衣服。"
tidy the desk,整理书桌,,Please tidy the desk before you go.,走之前请把书桌整理好。,"**词性**: 动词短语 (v. phrase)

**释义**: 把书桌收拾整齐、干净。"
sweep the floor,扫地,,He sweeps the floor after dinner.,他晚饭后扫地。,"**词性**: 动词短语 (v. phrase)

**释义**: 用扫把清扫地面。"
beach,海滩,/biːtʃ/,We played on the beach last summer.,去年夏天我们在海滩上玩了。,"**词性**: 名词 (n.)

**释义**: 海边或湖边有沙子的地方。"
bookshop,书店,/ˈbʊk.ʃɑːp/,I bought a new book at the bookshop.,我在书店买了一本新书。,"**词性**: 名词 (n.)

**释义**: 出售书籍的商店。"
farm,农场,/fɑːrm/,There are many animals on the farm.,农场上有很多动物。,"**词性**: 名词 (n.)

**释义**: 种植庄稼或饲养动物的地方。"
post office,邮局,,I need to go to the post office to send a letter.,我需要去邮局寄一封信。,"**词性**: 名词短语 (n. phrase)

**释义**: 办理寄信和邮包等业务的地方。"
tomorrow,明天,/təˈmɑː.roʊ/,We will go to the zoo tomorrow.,我们明天去动物园。,"**词性**: 副词 (adv.) / 名词 (n.)

**释义**: 今天之后的那一天。"
help,帮助,/help/,Can you help me with my homework?,你能帮我做作业吗？,"**词性**: 动词 (v.)

**释义**: 给别人提供支持或协助。"
have to,不得不,,I have to do my homework first.,我必须先做作业。,"**词性**: 动词短语 (v. phrase)

**释义**: 必须做某事，表示义务或需要。"
handsome,英俊的,/ˈhæn.səm/,He is tall and handsome.,他又高又帅。,"**词性**: 形容词 (adj.)

**释义**: 形容男性外表好看、帅气。"
slim,苗条的,/slɪm/,She is slim and pretty.,她苗条又漂亮。,"**词性**: 形容词 (adj.)

**释义**: 身材纤细而匀称的。"
curly,卷曲的,/ˈkɜːr.li/,She has long curly hair.,她有一头长卷发。,"**词性**: 形容词 (adj.)

**释义**: 头发呈卷曲状的。"
grey,灰色的,/ɡreɪ/,The sky is grey today.,今天天空是灰色的。,"**词性**: 形容词 (adj.)

**释义**: 灰色的（英式拼写）。"
visit museums,参观博物馆,,We often visit museums on weekends.,我们周末经常参观博物馆。,"**词性**: 动词短语 (v. phrase)

**释义**: 去博物馆参观、了解展品。"
pick fruit,摘水果,,We went to pick fruit at the farm.,我们去农场摘水果了。,"**词性**: 动词短语 (v. phrase)

**释义**: 从树上或地里采摘水果。"
climb a hill,爬山,,Let's climb a hill this afternoon.,今天下午我们去爬山吧。,"**词性**: 动词短语 (v. phrase)

**释义**: 沿着山坡向上攀登。"
see films,看电影,,I like to see films with my friends.,我喜欢和朋友们一起看电影。,"**词性**: 动词短语 (v. phrase)

**释义**: 去电影院观看电影。"
go for picnics,去野餐,,We go for picnics in spring.,我们春天去野餐。,"**词性**: 动词短语 (v. phrase)

**释义**: 外出到户外进行野餐活动。"
street dancing,街舞,/striːt ˈdæn.sɪŋ/,He is good at street dancing.,他擅长街舞。,"**词性**: 名词短语 (n. phrase)

**释义**: 在街头进行的自由风格舞蹈。"
classmate,同学,/ˈklæs.meɪt/,She is my classmate and best friend.,她是我的同学也是最好的朋友。,"**词性**: 名词 (n.)

**释义**: 在同一个班级学习的同伴。"
science room,科学教室,,We do experiments in the science room.,我们在科学教室做实验。,"**词性**: 名词短语 (n. phrase)

**释义**: 学校里进行科学实验和学习的教室。"
floor,楼层,/flɔːr/,The art room is on the second floor.,美术教室在二楼。,"**词性**: 名词 (n.)

**释义**: 建筑物的楼层。"
Tuesday,星期二,/ˈtuːz.deɪ/,We have PE on Tuesday.,我们周二有体育课。,"**词性**: 名词 (n.)

**释义**: 一周的第二天。"
Thursday,星期四,/ˈθɜːrz.deɪ/,I have a science class on Thursday.,我周四有科学课。,"**词性**: 名词 (n.)

**释义**: 一周的第四天。"
fantastic,极好的,/fænˈtæs.tɪk/,That's a fantastic idea!,那是个极好的主意！,"**词性**: 形容词 (adj.)

**释义**: 非常好的，极棒的。"
wonderful,精彩的,/ˈwʌn.dər.fəl/,We had a wonderful time at the party.,我们在聚会上玩得很开心。,"**词性**: 形容词 (adj.)

**释义**: 令人惊叹的，非常好的。"
draw pictures,画画,,She likes to draw pictures of animals.,她喜欢画动物。,"**词性**: 动词短语 (v. phrase)

**释义**: 用笔画出图画。"
interesting,有趣的,/ˈɪn.trəs.tɪŋ/,This book is very interesting.,这本书很有趣。,"**词性**: 形容词 (adj.)

**释义**: 引起兴趣的，好玩的。"
watched,观看（watch的过去式）,/wɑːtʃt/,We watched a movie last night.,我们昨晚看了一部电影。,"**词性**: 动词 (v.)

**释义**: watch 的过去式，表示过去观看了某物。"
jumped,跳（jump的过去式）,/dʒʌmpt/,The dog jumped over the fence.,狗跳过了篱笆。,"**词性**: 动词 (v.)

**释义**: jump 的过去式，表示过去跳跃了。"
played,玩（play的过去式）,/pleɪd/,We played football yesterday.,我们昨天踢了足球。,"**词性**: 动词 (v.)

**释义**: play 的过去式，表示过去玩耍或进行了活动。"
was,是（am/is的过去式）,/wɒz/,I was happy yesterday.,我昨天很开心。,"**词性**: 动词 (v.)

**释义**: am / is 的过去式，用于第一、三人称单数。"
went,去（go的过去式）,/went/,I went to the park last Sunday.,我上周日去了公园。,"**词性**: 动词 (v.)

**释义**: go 的过去式，表示过去去了某地。"
drank,喝（drink的过去式）,/dræŋk/,She drank a glass of milk this morning.,她今天早上喝了一杯牛奶。,"**词性**: 动词 (v.)

**释义**: drink 的过去式，表示过去喝了某物。"
swam,游泳（swim的过去式）,/swæm/,We swam in the lake last summer.,去年夏天我们在湖里游泳了。,"**词性**: 动词 (v.)

**释义**: swim 的过去式，表示过去游泳了。"
bought,买（buy的过去式）,/bɔːt/,She bought a new dress yesterday.,她昨天买了一条新裙子。,"**词性**: 动词 (v.)

**释义**: buy 的过去式，表示过去购买了某物。"
felt,感觉（feel的过去式）,/felt/,I felt very tired after the game.,比赛后我觉得很累。,"**词性**: 动词 (v.)

**释义**: feel 的过去式，表示过去感受到某种情绪或感觉。"
get up,起床,/ɡet ʌp/,I get up at 7:00 every morning.,我每天早上七点起床。,"**词性**: 动词短语 (v. phrase)

**释义**: 从床上起来，起床。"
make models,做模型,,He likes to make models of planes.,他喜欢做飞机模型。,"**词性**: 动词短语 (v. phrase)

**释义**: 用材料制作小型模型。"
play sports,做运动,,I often play sports after school.,我放学后经常做运动。,"**词性**: 动词短语 (v. phrase)

**释义**: 参加体育运动。"
fly a kite,放风筝,,Let's fly a kite in the park.,我们去公园放风筝吧。,"**词性**: 动词短语 (v. phrase)

**释义**: 在户外放飞风筝。"
sing songs,唱歌,,We like to sing songs in music class.,我们喜欢在音乐课上唱歌。,"**词性**: 动词短语 (v. phrase)

**释义**: 用嗓音演唱歌曲。"
go fishing,去钓鱼,,My dad and I go fishing on weekends.,我和爸爸周末去钓鱼。,"**词性**: 动词短语 (v. phrase)

**释义**: 去水边用鱼竿钓鱼。"
make the bed,铺床,,I make the bed every morning.,我每天早上铺床。,"**词性**: 动词短语 (v. phrase)

**释义**: 把被子和枕头整理好。"
feed the fish,喂鱼,,Don't forget to feed the fish.,别忘了喂鱼。,"**词性**: 动词短语 (v. phrase)

**释义**: 给鱼缸里的鱼喂食。"
water the plants,浇花,,She waters the plants every day.,她每天给植物浇水。,"**词性**: 动词短语 (v. phrase)

**释义**: 给植物浇水。"
walk the dog,遛狗,,He walks the dog after dinner.,他晚饭后遛狗。,"**词性**: 动词短语 (v. phrase)

**释义**: 带着狗出去散步。"
clean the room,打扫房间,,I always clean the room on Saturday.,我周六总是打扫房间。,"**词性**: 动词短语 (v. phrase)

**释义**: 把房间收拾干净、整洁。"
take out the rubbish,倒垃圾,,Please take out the rubbish before dinner.,请在晚饭前倒垃圾。,"**词性**: 动词短语 (v. phrase)

**释义**: 把垃圾拿出去扔掉。"
write stories,写故事,,She likes to write stories about animals.,她喜欢写关于动物的故事。,"**词性**: 动词短语 (v. phrase)

**释义**: 创作和编写故事。"
ride a bike,骑自行车,,I ride a bike to school every day.,我每天骑自行车上学。,"**词性**: 动词短语 (v. phrase)

**释义**: 骑着自行车行进。"
do the dishes,洗碗,,I always do the dishes after dinner.,我晚饭后总是洗碗。,"**词性**: 动词短语 (v. phrase)

**释义**: 清洗用过的碗碟和餐具。"
breakfast,早餐,/ˈbrek.fəst/,I have breakfast at 7:30.,我七点半吃早餐。,"**词性**: 名词 (n.)

**释义**: 一天中的第一餐，早饭。"
lunch,午餐,/lʌntʃ/,What do you have for lunch?,你午餐吃什么？,"**词性**: 名词 (n.)

**释义**: 中午吃的一餐，午饭。"
dinner,晚餐,/ˈdɪn.ər/,We have dinner at six o'clock.,我们六点吃晚饭。,"**词性**: 名词 (n.)

**释义**: 晚上吃的一餐，晚饭。"
fruit,水果,/fruːt/,I eat fruit every day.,我每天吃水果。,"**词性**: 名词 (n.)

**释义**: 树木或植物结出的可以食用的果实。"
peach,桃子,/piːtʃ/,This peach is very sweet.,这个桃子很甜。,"**词性**: 名词 (n.)

**释义**: 一种多汁的圆形水果，外皮有绒毛。"
orange,橙子,/ˈɔːr.ɪndʒ/,Would you like an orange?,你想吃一个橙子吗？,"**词性**: 名词 (n.)

**释义**: 圆形的橘色水果，味道酸甜。"
pear,梨,/per/,She ate a pear after lunch.,她午饭后吃了一个梨。,"**词性**: 名词 (n.)

**释义**: 一种上小下大的水果，味道清甜多汁。"
vegetable,蔬菜,/ˈvedʒ.tə.bəl/,You should eat more vegetables.,你应该多吃蔬菜。,"**词性**: 名词 (n.)

**释义**: 可以食用的植物，如白菜、胡萝卜等。"
tomato,番茄,/təˈmeɪ.toʊ/,I like tomato soup.,我喜欢番茄汤。,"**词性**: 名词 (n.)

**释义**: 红色圆形的蔬果，也叫西红柿。"
potato,土豆,/pəˈteɪ.toʊ/,French fries are made from potatoes.,薯条是用土豆做的。,"**词性**: 名词 (n.)

**释义**: 长在地下的块茎类蔬菜，也叫马铃薯。"
duck,鸭子,/dʌk/,We had roast duck for dinner.,我们晚饭吃了烤鸭。,"**词性**: 名词 (n.)

**释义**: 一种家禽，也指鸭肉。"
sausage,香肠,/ˈsɑː.sɪdʒ/,He likes sausages for breakfast.,他早餐喜欢吃香肠。,"**词性**: 名词 (n.)

**释义**: 用肉做的管状食品。"
chicken,鸡肉,/ˈtʃɪk.ɪn/,Do you like fried chicken?,你喜欢吃炸鸡吗？,"**词性**: 名词 (n.)

**释义**: 鸡；鸡肉。"
fish,鱼,/fɪʃ/,I like to eat fish.,我喜欢吃鱼。,"**词性**: 名词 (n.)

**释义**: 生活在水中的动物，也指鱼肉。"
meat,肉,/miːt/,She doesn't eat meat.,她不吃肉。,"**词性**: 名词 (n.)

**释义**: 动物的肉，供食用。"
candy,糖果,/ˈkæn.di/,Children love candy.,孩子们喜欢糖果。,"**词性**: 名词 (n.)

**释义**: 用糖制成的甜食。"
French fries,薯条,,I'd like a hamburger and French fries.,我想要一个汉堡和薯条。,"**词性**: 名词短语 (n. phrase)

**释义**: 把土豆切成条状后油炸而成的食物。"
soup,汤,/suːp/,Mum made vegetable soup for me.,妈妈给我做了蔬菜汤。,"**词性**: 名词 (n.)

**释义**: 用水和食材熬煮的液体食物。"
peanut,花生,/ˈpiː.nʌt/,Some people are allergic to peanuts.,有些人对花生过敏。,"**词性**: 名词 (n.)

**释义**: 一种长在地下的坚果。"
dumpling,饺子,/ˈdʌm.plɪŋ/,We eat dumplings on Spring Festival.,我们春节吃饺子。,"**词性**: 名词 (n.)

**释义**: 用面皮包馅料的中国传统食物。"
hot pot,火锅,,Let's have hot pot tonight!,今晚我们吃火锅吧！,"**词性**: 名词短语 (n. phrase)

**释义**: 一种围坐在一起涮煮食物的中国餐饮方式。"
noodles,面条,/ˈnuː.dəlz/,I like beef noodles.,我喜欢牛肉面。,"**词性**: 名词 (n.)

**释义**: 用面粉制成的细长条状食物。"
bread,面包,/bred/,She had bread and milk for breakfast.,她早餐吃了面包和牛奶。,"**词性**: 名词 (n.)

**释义**: 用面粉烘烤制成的食物。"
cake,蛋糕,/keɪk/,Mum made a birthday cake for me.,妈妈给我做了一个生日蛋糕。,"**词性**: 名词 (n.)

**释义**: 用面粉、鸡蛋、糖等烘烤制成的甜食。"
ice-cream,冰淇淋,/ˌaɪs ˈkriːm/,I want chocolate ice-cream.,我想吃巧克力冰淇淋。,"**词性**: 名词 (n.)

**释义**: 用奶油和糖冷冻制成的甜食。"
hamburger,汉堡包,/ˈhæm.bɜːr.ɡər/,He ordered a hamburger and a cola.,他点了一个汉堡和一杯可乐。,"**词性**: 名词 (n.)

**释义**: 用面包夹肉饼和蔬菜的西式快餐。"
cold drink,冷饮,,Would you like a cold drink?,你想来一杯冷饮吗？,"**词性**: 名词短语 (n. phrase)

**释义**: 冰凉的饮料。"
juice,果汁,/dʒuːs/,I'd like some apple juice.,我想要一些苹果汁。,"**词性**: 名词 (n.)

**释义**: 从水果中榨出的液体饮料。"
cola,可乐,/ˈkoʊ.lə/,Don't drink too much cola.,不要喝太多可乐。,"**词性**: 名词 (n.)

**释义**: 一种碳酸饮料。"
coffee,咖啡,/ˈkɔː.fi/,My dad drinks coffee every morning.,我爸爸每天早上喝咖啡。,"**词性**: 名词 (n.)

**释义**: 用咖啡豆磨制冲泡的饮品。"
food,食物,/fuːd/,What's your favourite food?,你最喜欢的食物是什么？,"**词性**: 名词 (n.)

**释义**: 人或动物吃的东西的总称。"
seafood,海鲜,/ˈsiː.fuːd/,I love seafood very much.,我非常喜欢海鲜。,"**词性**: 名词 (n.)

**释义**: 来自海洋的食物，如鱼、虾、蟹等。"
spring,春天,/sprɪŋ/,Flowers bloom in spring.,花在春天盛开。,"**词性**: 名词 (n.)

**释义**: 一年四季中万物复苏的季节。"
